,Title,Date Published,Peer Review,DOI,Author,Keywords,Methodology,References,Journal,Volume,Issue,Pages
614293699.xml,"A structural equation test of the value-attitude-behavior hierarchy
",1988-04-01,True,10.1037/0022-3514.54.4.638,"['Homer, Pamela M.', 'Kahle, Lynn R.']","['internal value structures, attitudes toward & behavior regarding natural foods, consumers']",['Empirical Study'],41.0,Journal of Personality and Social Psychology,54.0,4.0,638-646
614371081.xml,"Unskilled and unaware--but why? A reply to Krueger and Mueller (2002)
",2002-02-01,True,10.1037/0022-3514.82.2.189,"['Kruger, Justin', 'Dunning, David']","['low & high test scores', 'performance', 'underestimation', 'overestimation', 'prediction', 'better than average effect', 'metacognitive skill']",[],11.0,Journal of Personality and Social Psychology,82.0,2.0,189-192
614384099.xml,"Party Over Policy: The Dominating Impact of Group Influence on Political Beliefs
",2003-11-01,True,10.1037/0022-3514.85.5.808,"['Cohen, Geoffrey L.']","['group influence', 'political beliefs', 'persuasion', 'political attitudes', 'social policies', 'political parties', 'moral connotations', 'social identity']",['Empirical Study'],70.0,Journal of Personality and Social Psychology,85.0,5.0,808-822
614335247.xml,"Goal setting, achievement orientation, and intrinsic motivation: A mediational analysis
",1994-05-01,True,10.1037/0022-3514.66.5.968,"['Elliot, Andrew J.', 'Harackiewicz, Judith M.']","['achievement orientation & performance vs mastery focused goals, intrinsic motivation for pinball game, college students']",['Empirical Study'],65.0,Journal of Personality and Social Psychology,66.0,5.0,968-980
614312342.xml,"Type A behavior pattern and the judgment of control
",1986-02-01,True,10.1037/0022-3514.50.2.403,"['Strube, Michael J.', 'Lott, Cynthia L.', 'Heilizer, Rachel', 'Gregg, Brad']","['control judgments, Type A vs Type B college students']",['Empirical Study'],40.0,Journal of Personality and Social Psychology,50.0,2.0,403-412
614308992.xml,"Impulsive motor behavior: Effects of personality and goal salience
",1990-03-01,True,10.1037/0022-3514.58.3.512,"['Bachorowski, Jo-Anne', 'Newman, Joseph P.']","['extraversion & neuroticism, impulsive performance on continuous motor tasks, male college students']",['Empirical Study'],43.0,Journal of Personality and Social Psychology,58.0,3.0,512-518
614321283.xml,"Self-handicapping and intrinsic motivation: Buffering intrinsic motivation from the threat of failure
",1996-04-01,True,10.1037/0022-3514.70.4.868,"['Deppe, Roberta K.', 'Harackiewicz, Judith M.']","['low vs high self handicapping & situational determinants, intrinsic motivation for enjoyable task, adult males']",['Empirical Study'],33.0,Journal of Personality and Social Psychology,70.0,4.0,868-876
614318141.xml,"Constructive thinking: A broad coping variable with specific components
",1989-08-01,True,10.1037/0022-3514.57.2.332,"['Epstein, Seymour', 'Meier, Petra']","['construction & factor analysis of Constructive Thinking Inventory, self report of automatic constructive & destructive thinking, college students']",['Empirical Study'],38.0,Journal of Personality and Social Psychology,57.0,2.0,332-350
614399503.xml,"Knowing Good From Bad: The Paradox of Neuroticism, Negative Affect, and Evaluative Processing
",2004-12-01,True,10.1037/0022-3514.87.6.913,"['Tamir, Maya', 'Robinson, Michael D.']","['neuroticism', 'negative affect', 'evaluative processing', 'mood states', 'trait-consistent interactions']","['Empirical Study', 'Quantitative Study']",90.0,Journal of Personality and Social Psychology,87.0,6.0,913-925
745195157.xml,"Identity fusion and self-sacrifice: Arousal as a catalyst of pro-group fighting, dying, and helping behavior
",2010-11-01,True,10.1037/a0020014,"['Swann, William B., Jr.', 'Gómez, Ángel', 'Huici, Carmen', 'Morales, J. Francisco', 'Hixon, J. Gregory']","['extreme behavior', 'identity fusion', 'personal identity', 'self-verification', 'social identity', 'personal agency', 'autonomic arousal', 'pro-group behavior', 'helping behavior']","['Empirical Study', 'Quantitative Study']",52.0,Journal of Personality and Social Psychology,99.0,5.0,824-841
614363670.xml,"Motivated sensitivity to preference-inconsistent information
",1998-07-01,True,10.1037/0022-3514.75.1.53,"['Ditto, Peter H.', 'Scepansky, James A.', 'Munro, Geoffrey D.', 'Apanovitch, Anne Marie', 'Lockhart, Lisa K.']","['preference-consistent vs -inconsistent information, amount of effortful cognitive analysis, college students']",['Empirical Study'],104.0,Journal of Personality and Social Psychology,75.0,1.0,53-69
1562458208.xml,"Changing theories of change: Strategic shifting in implicit theory endorsement
",2014-10-01,True,10.1037/a0037699,"['Leith, Scott A.', 'Ward, Cindy L. P.', 'Giacomin, Miranda', 'Landau, Enoch S.', 'Ehrlinger, Joyce', 'Wilson, Anne E.']","['incremental', 'entity', 'implicit theories', 'motivated reasoning', 'change']","['Empirical Study', 'Quantitative Study']",64.0,Journal of Personality and Social Psychology,107.0,4.0,597-620
614445812.xml,"Pursuing goals for us: Relationally autonomous reasons in long-term goal pursuit
",2006-05-01,True,10.1037/0022-3514.90.5.848,"['Gore, Jonathan S.', 'Cross, Susan E.']","['relationally autonomous reasons', 'personally autonomous reasons', 'relational-interdependent self-construal', 'motivation', 'goals']","['Empirical Study', 'Longitudinal Study', 'Quantitative Study']",72.0,Journal of Personality and Social Psychology,90.0,5.0,848-861
614329706.xml,"Factors that influence the temporal stability of personality by questionnaire
",1989-05-01,True,10.1037/0022-3514.56.5.777,"['Schuerger, James M.', 'Zarrella, Karen L.', 'Hotz, Annette S.']","['S & test characteristics, stability of personality assessment by self report inventories, meta analysis']",['Meta Analysis'],56.0,Journal of Personality and Social Psychology,56.0,5.0,777-783
1369231485.xml,"Saying sorry: Shifting obligation after conciliatory acts satisfies perpetrator group members
",2013-10-01,True,10.1037/a0033296,"['Zaiser, Erica', 'Giner-Sorolla, Roger']","['apologies', 'image improvement', 'obligation shifting', 'reparations', 'satisfaction', 'perpetrator group members']","['Empirical Study', 'Quantitative Study']",61.0,Journal of Personality and Social Psychology,105.0,4.0,585-604
614297377.xml,"Conjunctive explanations of success and failure: The effect of different types of causes
",1989-01-01,True,10.1037/0022-3514.56.1.19,"['McClure, John', 'Lalljee, Mansur', 'Jaspars, Jos', 'Abelson, Robert P.']","['internal vs external & competing vs action related causes, conjunctive explanations of success vs failure, college students']",['Empirical Study'],23.0,Journal of Personality and Social Psychology,56.0,1.0,19-26
614490241.xml,"Perceived discrimination as worldview threat or worldview confirmation: Implications for self-esteem
",2007-06-01,True,10.1037/0022-3514.92.6.1068,"['Major, Brenda', 'Kaiser, Cheryl R.', ""O'Brien, Laurie T."", 'McCoy, Shannon K.']","['prejudice', 'discrimination', 'stigma', 'ideology', 'status justification', 'worldview', 'threat', 'confirmation', 'self-esteem', 'devalued groups', 'ingroup blame']","['Empirical Study', 'Quantitative Study']",90.0,Journal of Personality and Social Psychology,92.0,6.0,1068-1086
1924596536.xml,"Replicability and other features of a high-quality science: Toward a balanced and empirical approach
",2017-08-01,True,10.1037/pspi0000075,"['Finkel, Eli J.', 'Eastwick, Paul W.', 'Reis, Harry T.']","['replicability', 'research methods', 'best practices', 'scientific desiderata']",[],34.0,Journal of Personality and Social Psychology,113.0,2.0,244-253
2164361943.xml,"The healthy personality from a basic trait perspective
",2019-01-07,True,10.1037/pspp0000231,"['Bleidorn, Wiebke', 'Hopwood, Christopher J.', 'Ackerman, Robert A.', 'Witt, Edward A.', 'Kandler, Christian', 'Riemann, Rainer', 'Samuel, Douglas B.', 'Donnellan, M. Brent']","['health', 'personality', 'traits', 'virtues', 'Big Five']","['Empirical Study', 'Longitudinal Study', 'Quantitative Study', 'Twin Study']",115.0,Journal of Personality and Social Psychology,,,
614311676.xml,"Temperament and attention: Orienting toward and away from positive and negative signals
",1994-06-01,True,10.1037/0022-3514.66.6.1128,"['Derryberry, Douglas', 'Reed, Marjorie A.']","['positive vs negative incentives in target detection task, attentional bias, extraverted vs introverted college students']",['Empirical Study'],45.0,Journal of Personality and Social Psychology,66.0,6.0,1128-1139
614342981.xml,"Mood-induced self-focused attention
",1992-04-01,True,10.1037/0022-3514.62.4.699,"['Salovey, Peter']","['induced mood, self focused attention, college students']",['Empirical Study'],80.0,Journal of Personality and Social Psychology,62.0,4.0,699-707
614341960.xml,"Who's the boss? Differential accessibility of dominance ideation in parent–child relationships
",1997-06-01,True,10.1037/0022-3514.72.6.1297,"['Bugental, Daphne Blunt', 'Lyon, Judith E.', 'Krantz, Jennifer', 'Cortez, Victoria']","['load vs no load & social vs nonsocial judgement conditions, accessibility of dominance ideation in parent-child relationships, parents (mean age 40.77 yrs) with high vs low-perceived power']",['Empirical Study'],62.0,Journal of Personality and Social Psychology,72.0,6.0,1297-1309
614503466.xml,"Embodiment of emotion concepts
",2009-06-01,True,10.1037/a0015574,"['Niedenthal, Paula M.', 'Winkielman, Piotr', 'Mondillon, Laurie', 'Vermeulen, Nicolas']","['embodiment', 'emotion', 'concepts', 'facial expression', 'electromyographic recording (EMG)']","['Empirical Study', 'Quantitative Study']",99.0,Journal of Personality and Social Psychology,96.0,6.0,1120-1136
1347253627.xml,"Loving freedom: Concerns with promotion or prevention and the role of autonomy in relationship well-being
",2013-07-01,True,10.1037/a0032503,"['Hui, Chin Ming', 'Molden, Daniel C.', 'Finkel, Eli J.']","['autonomy', 'close relationships', 'regulatory focus', 'relationship well-being', 'promotion', 'prevention', 'motivation']","['Empirical Study', 'Quantitative Study']",123.0,Journal of Personality and Social Psychology,105.0,1.0,61-85
614485710.xml,"On racial diversity and group decision making: Identifying multiple effects of racial composition on jury deliberations
",2006-04-01,True,10.1037/0022-3514.90.4.597,"['Sommers, Samuel R.']","['racial diversity', 'group decision making', 'jury selection', 'jury deliberations', 'group composition']","['Empirical Study', 'Quantitative Study']",106.0,Journal of Personality and Social Psychology,90.0,4.0,597-612
614300963.xml,"Learned helplessness and learned resourcefulness: Effects of noncontingent success and failure on individuals differing in self-control skills
",1985-01-01,True,10.1037/0022-3514.48.1.198,"['Rosenbaum, Michael', 'Ben-Ari, Karin']","['noncontingent success vs failure vs no feedback, learned helplessness, college students with high vs low resourcefulness in self control skills']",['Empirical Study'],46.0,Journal of Personality and Social Psychology,48.0,1.0,198-215
614356317.xml,"Do situational expectations produce situational inferences? The role of future expectations in directing inferential goals
",2001-04-01,True,10.1037/0022-3514.80.4.545,"['Lee, Fiona', 'Hallahan, Mark']","['future expectations, situational inferential goals, college students']",['Empirical Study'],62.0,Journal of Personality and Social Psychology,80.0,4.0,545-556
614343300.xml,"Youthful precursors of midlife social support
",1998-05-01,True,10.1037/0022-3514.74.5.1329,"['Graves, Pirkko L.', 'Wang, Nae-Yuh', 'Mead, Lucy A.', 'Johnson, Jeffrey V.', 'Klag, Michael J.']","['family stability & sociocultural background & emotional ties to parents, midlife social support, medical students, 39 yr study']","['Empirical Study', 'Longitudinal Study']",42.0,Journal of Personality and Social Psychology,74.0,5.0,1329-1336
614307040.xml,"Coping ability, stress, productive load, and symptoms
",1992-05-01,True,10.1037/0022-3514.62.5.813,"['Epstein, Seymour', 'Katz, Lori']","['coping ability & stress & productive load & symptoms, college students']",['Empirical Study'],22.0,Journal of Personality and Social Psychology,62.0,5.0,813-825
614308807.xml,"Self-consciousness and self-presentation: Being autonomous versus appearing autonomous
",1990-10-01,True,10.1037/0022-3514.59.4.820,"['Schlenker, Barry R.', 'Weigold, Michael F.']","['self presentation as being vs appearing autonomous, self conscious adults']",['Empirical Study'],34.0,Journal of Personality and Social Psychology,59.0,4.0,820-828
614473980.xml,"When authorities' commands backfire: Attributions about consensus and effects on deviant decision making
",2005-09-01,True,10.1037/0022-3514.89.3.311,"['Conway, Lucian Gideon, III', 'Schaller, Mark']","['attributions about consensus', 'stereotypes', 'communication', 'popular opinion', 'consensus', 'deviant decision making', 'authoritative commands']","['Empirical Study', 'Quantitative Study']",70.0,Journal of Personality and Social Psychology,89.0,3.0,311-326
614327205.xml,"Genetic and environmental variance in content dimensions of the MMPI
",1988-08-01,True,10.1037/0022-3514.55.2.302,"['Rose, Richard J.']","['genetic vs environmental variance on MMPI factors, 14–34 yr old same sex twins']",['Empirical Study'],38.0,Journal of Personality and Social Psychology,55.0,2.0,302-311
614486236.xml,"Together or apart: When goals and temptations complement versus compete
",2008-04-01,True,10.1037/0022-3514.94.4.547,"['Fishbach, Ayelet', 'Zhang, Ying']","['self-control', 'self-regulation', 'goals', 'temptations']","['Empirical Study', 'Quantitative Study']",61.0,Journal of Personality and Social Psychology,94.0,4.0,547-559
614323323.xml,"Do interpersonal traits predict affect? A comparison of three models
",1995-11-01,True,10.1037/0022-3514.69.5.915,"['Moskowitz, D. S.', 'Coté, Stephane']","['global trait vs situational congruence vs behavioral concordance models, prediction of affect, 19–61 yr olds, Canada']",['Empirical Study'],44.0,Journal of Personality and Social Psychology,69.0,5.0,915-924
614392480.xml,"Judging the typicality of an instance: Should the category be accessed first?
",1990-06-01,True,10.1037/0022-3514.58.6.964,"['Schul, Yaacov', 'Burnstein, Eugene']","['accessing of category vs instance first, judgment of typicality of instance, college students']",['Empirical Study'],54.0,Journal of Personality and Social Psychology,58.0,6.0,964-974
614427119.xml,"What's wrong with cross-cultural comparisons of subjective Likert scales?: The reference-group effect
",2002-06-01,True,10.1037/0022-3514.82.6.903,"['Heine, Steven J.', 'Lehman, Darrin R.', 'Peng, Kaiping', 'Greenholtz, Joe']","['cross-cultural comparisons', 'social comparison', 'subjective Likert scales', 'reference-group effect', 'cultural differences', 'validity']",['Empirical Study'],111.0,Journal of Personality and Social Psychology,82.0,6.0,903-918
614379174.xml,"The origins of symbolic racism
",2003-08-01,True,10.1037/0022-3514.85.2.259,"['Sears, David O.', 'Henry, P. J.']","['symbolic racism', 'conservative values', 'individualism', 'political conservatism', 'anti-Black affect', 'racial prejudice']","['Empirical Study', 'Quantitative Study']",59.0,Journal of Personality and Social Psychology,85.0,2.0,259-275
614373461.xml,"Unemployment, distress, and coping: A panel study of autoworkers
",1993-08-01,True,10.1037/0022-3514.65.2.234,"['Hamilton, V. Lee', 'Hoffman, William S.', 'Broman, Clifford L.', 'Rauma, David']","['unemployment & coping decisions, distress & symptoms of depression & anxiety & somatization, autoworkers of closing vs nonclosing plants, 1 & 2 yr followups']","['Empirical Study', 'Followup Study']",66.0,Journal of Personality and Social Psychology,65.0,2.0,234-247
1027832143.xml,"Getting the most out of living abroad: Biculturalism and integrative complexity as key drivers of creative and professional success
",2012-09-01,True,10.1037/a0029360,"['Tadmor, Carmit T.', 'Galinsky, Adam D.', 'Maddux, William W.']","['acculturation', 'creativity', 'culture', 'integrative complexity', 'multicultural experience', 'biculturalism', 'professional success']","['Empirical Study', 'Meta Analysis', 'Quantitative Study']",126.0,Journal of Personality and Social Psychology,103.0,3.0,520-542
614389172.xml,"Habits in everyday life: Thought, emotion, and action
",2002-12-01,True,10.1037/0022-3514.83.6.1281,"['Wood, Wendy', 'Quinn, Jeffrey M.', 'Kashy, Deborah A.']","['habits', 'everyday life', 'thoughts', 'emotions', 'actions']",['Empirical Study'],73.0,Journal of Personality and Social Psychology,83.0,6.0,1281-1297
614377728.xml,"Loneliness in everyday life: Cardiovascular activity, psychosocial context, and health behaviors
",2003-07-01,True,10.1037/0022-3514.85.1.105,"['Hawkley, Louise C.', 'Burleson, Mary H.', 'Berntson, Gary G.', 'Cacioppo, John T.']","['loneliness', 'everyday life', 'cardiovascular activity', 'psychosocial context', 'health behaviors', 'blood pressure', 'social interactions']",['Empirical Study'],90.0,Journal of Personality and Social Psychology,85.0,1.0,105-120
902805769.xml,"More than a body: Mind perception and the nature of objectification
",2011-12-01,True,10.1037/a0025883,"['Gray, Kurt', 'Knobe, Joshua', 'Sheskin, Mark', 'Bloom, Paul', 'Barrett, Lisa Feldman']","['dehumanization', 'dualism', 'morality', 'pornography', 'sexism']","['Empirical Study', 'Quantitative Study']",64.0,Journal of Personality and Social Psychology,101.0,6.0,1207-1220
614328863.xml,"Cross-channel effects of vocal and physical attractiveness and their implications for interpersonal perception
",1991-04-01,True,10.1037/0022-3514.60.4.545,"['Zuckerman, Miron', 'Miyake, Kunitate', 'Hodgins, Holley S.']","[""attention to voice vs face cues, ratings of sender's vocal vs physical attractiveness, college students""]",['Empirical Study'],7.0,Journal of Personality and Social Psychology,60.0,4.0,545-554
614514513.xml,"Attachment, authenticity, and honesty: Dispositional and experimentally induced security can reduce self- and other-deception
",2010-05-01,True,10.1037/a0019206,"['Gillath, Omri', 'Sesko, Amanda K.', 'Shaver, Phillip R.', 'Chun, David S.']","['attachment security', 'authenticity', 'cheating', 'honesty', 'lying', 'sincerity']","['Empirical Study', 'Quantitative Study']",76.0,Journal of Personality and Social Psychology,98.0,5.0,841-855
614314781.xml,"Long-term impact of parental divorce on optimism and trust: Changes in general assumptions or narrow beliefs?
",1990-10-01,True,10.1037/0022-3514.59.4.743,"['Franklin, Kathryn M.', 'Janoff-Bulman, Ronnie', 'Roberts, John E.']","['parental divorce, beliefs about self & others & optimism & trust, college students']",['Empirical Study'],47.0,Journal of Personality and Social Psychology,59.0,4.0,743-755
1554207719.xml,"Selfish or selfless? On the signal value of emotion in altruistic behavior
",2014-09-01,True,10.1037/a0037207,"['Barasch, Alixandra', 'Levine, Emma E.', 'Berman, Jonathan Z.', 'Small, Deborah A.']","['emotion', 'authenticity', 'altruism', 'prosocial behavior', 'moral character']","['Empirical Study', 'Quantitative Study']",109.0,Journal of Personality and Social Psychology,107.0,3.0,393-413
1492508604.xml,"Moral character predominates in person perception and evaluation
",2014-01-01,True,10.1037/a0034726,"['Goodwin, Geoffrey P.', 'Piazza, Jared', 'Rozin, Paul']","['global impressions', 'moral character', 'person perception', 'sociability', 'warmth', 'evaluation']","['Empirical Study', 'Quantitative Study']",58.0,Journal of Personality and Social Psychology,106.0,1.0,148-168
614295548.xml,"Gender, life experiences, and moral judgment development: A process-oriented approach
",1989-08-01,True,10.1037/0022-3514.57.2.229,"['Boldizar, Janet P.', 'Wilson, Kenneth L.', 'Deemer, Deborah Kay']","['sex & life experiences, moral judgment development, young adults originally tested in high school, 10 yr study']","['Empirical Study', 'Longitudinal Study']",42.0,Journal of Personality and Social Psychology,57.0,2.0,229-238
614369727.xml,"Can people feel happy and sad at the same time?
",2001-10-01,True,10.1037/0022-3514.81.4.684,"['Larsen, Jeff T.', 'McGraw, A. Peter', 'Cacioppo, John T.']","['happiness', 'sadness', 'emotional states', 'positive effect', 'negative effect', 'mixed feelings']",['Empirical Study'],45.0,Journal of Personality and Social Psychology,81.0,4.0,684-696
614349979.xml,"Attachment working models and cognitive openness in close relationships: A test of chronic and temporary accessibility effects
",1999-10-01,True,10.1037/0022-3514.77.4.710,"['Mikulincer, Mario', 'Arad, Daphna']","['attachment style & perception of romantic partner, cognitive openness in close relationship, 20–38 yr olds']",['Empirical Study'],47.0,Journal of Personality and Social Psychology,77.0,4.0,710-725
614397790.xml,"Competitiveness mediates the link between personality and group performance
",1997-12-01,True,10.1037/0022-3514.73.6.1394,"['Graziano, William G.', 'Hair, Elizabeth C.', 'Finch, John F.']","['agreeableness & situated competitiveness & performance in group settings, college students']",['Empirical Study'],50.0,Journal of Personality and Social Psychology,73.0,6.0,1394-1408
1434735778.xml,"""Getting better with age: The relationship between age, acceptance, and negative affect"": Correction to Shallcross et al. (2013)
",2013-10-01,True,10.1037/a0034225,"['Shallcross, Amanda J.', 'Ford, Brett Q.', 'Floerke, Victoria A.', 'Mauss, Iris B.']","['acceptance', 'aging', 'discrete emotions', 'negative affect', 'well-being']",[],,Journal of Personality and Social Psychology,105.0,4.0,718-719
1552384353.xml,"Mutual reinforcement between neuroticism and life experiences: A five-wave, 16-year study to test reciprocal causation
",2014-10-01,True,10.1037/a0037009,"['Jeronimus, Bertus F.', 'Riese, Harriëtte', 'Sanderman, Robbert', 'Ormel, Johan']","['prospective', 'emotional stability', 'set point change', 'plasticity principle', 'positive life events', 'neuroticism', 'life experiences', 'reciprocal causation']","['Empirical Study', 'Longitudinal Study', 'Quantitative Study']",77.0,Journal of Personality and Social Psychology,107.0,4.0,751-764
614306651.xml,"Self-discrepancies and vulnerability to body dissatisfaction and disordered eating
",1991-12-01,True,10.1037/0022-3514.61.6.946,"['Strauman, Timothy J.', 'Vookles, Jennifer', 'Berenstein, Veronica', 'Chaiken, Shelly', 'Higgins, E. Tory']","['self discrepancy, body dissatisfaction & disordered eating, female college students']",['Empirical Study'],55.0,Journal of Personality and Social Psychology,61.0,6.0,946-956
614310233.xml,"Levels of explanation in sociobiology and psychology: A rejoinder to Archer
",1989-04-01,True,10.1037/0022-3514.56.4.625,"['Littlefield, Christine H.', 'Rushton, J. Philippe']","['sociobiological perspective of distal vs proximal levels of explanation in bereavement following death of child, family members, commentary reply']",[],12.0,Journal of Personality and Social Psychology,56.0,4.0,625-628
614466325.xml,"Similarity, convergence, and relationship satisfaction in dating and married couples
",2007-07-01,True,10.1037/0022-3514.93.1.34,"['Gonzaga, Gian C.', 'Campos, Belinda', 'Bradbury, Thomas']","['relationships', 'personality', 'emotion', 'similarity', 'convergence', 'dating couples', 'married couples', 'relationship quality']","['Empirical Study', 'Quantitative Study']",67.0,Journal of Personality and Social Psychology,93.0,1.0,34-48
1760845526.xml,"Stability and change in risk-taking propensity across the adult life span
",2016-09-01,True,10.1037/pspp0000090,"['Josef, Anika K.', 'Richter, David', 'Samanez-Larkin, Gregory R.', 'Wagner, Gert G.', 'Hertwig, Ralph', 'Mata, Rui']","['differential stability', 'domain specificity', 'individual differences', 'life span development', 'risk taking']","['Empirical Study', 'Quantitative Study']",121.0,Journal of Personality and Social Psychology,111.0,3.0,430-450
614327067.xml,"Who lies?
",1996-05-01,True,10.1037/0022-3514.70.5.1037,"['Kashy, Deborah A.', 'DePaulo, Bella M.']","['manipulativeness & impression management & self-confidence & socialization & sociability & relationship quality, self-centered vs other-oriented lying, 17–71 yr olds']",['Empirical Study'],53.0,Journal of Personality and Social Psychology,70.0,5.0,1037-1051
614320237.xml,"Transition to motherhood and the self: Measurement, stability, and change
",1990-03-01,True,10.1037/0022-3514.58.3.450,"['Ruble, Diane N.', 'Brooks-Gunn, J.', 'Fleming, Alison S.', 'Fitzmaurice, Garrett', 'Stangor, Charles', 'Deutsch, Francine']","['conceptualization & measurement of attitude change during transition to motherhood, new mothers']",['Empirical Study'],49.0,Journal of Personality and Social Psychology,58.0,3.0,450-463
614341580.xml,"Facial expressions in Hollywood's protrayal of emotion
",1997-01-01,True,10.1037/0022-3514.72.1.164,"['Carroll, James M.', 'Russell, James A.']","[""judgments of facial expressions in Hollywood's portrayal of emotion in film, college students, implications for theory of facial affect""]",['Empirical Study'],48.0,Journal of Personality and Social Psychology,72.0,1.0,164-176
614352300.xml,"Emotional selection in memes: The case of urban legends
",2001-12-01,True,10.1037/0022-3514.81.6.1028,"['Heath, Chip', 'Bell, Chris', 'Sternberg, Emily']","['memes', 'urban legends', 'informational selection', 'emotional selection', 'disgust']",['Empirical Study'],55.0,Journal of Personality and Social Psychology,81.0,6.0,1028-1041
614445567.xml,"Life-management strategies of selection, optimization and compensation: Measurement by self-report and construct validity
",2002-04-01,True,10.1037/0022-3514.82.4.642,"['Freund, Alexandra M.', 'Baltes, Paul B.']","['life management strategies', 'loss based selection', 'elective selection', 'optimization', 'compensation', 'SOC', 'self report measures', 'construct validity']",['Empirical Study'],83.0,Journal of Personality and Social Psychology,82.0,4.0,642-662
614362930.xml,"Ethnocentrism and causal attribution in Southeast Asia
",1985-03-01,True,10.1037/0022-3514.48.3.614,"['Hewstone, Miles', 'Ward, Colleen']","['ingroup vs outgroup membership, attribution of internal vs external cause of positive vs negative behavior, Malay vs Chinese male college students, Malaysia, test of ethnocentric attribution hypothesis']",['Empirical Study'],33.0,Journal of Personality and Social Psychology,48.0,3.0,614-623
614386127.xml,"Encoding Under Trust and Distrust: The Spontaneous Activation of Incongruent Cognitions
",2004-05-01,True,10.1037/0022-3514.86.5.668,"['Schul, Yaacov', 'Mayo, Ruth', 'Burnstein, Eugene']","['trustworthy', 'mistrust', 'social perception', 'encoding', 'facial features', 'face perception']","['Empirical Study', 'Quantitative Study']",59.0,Journal of Personality and Social Psychology,86.0,5.0,668-679
1888774589.xml,"Word order denotes relevance differences: The case of conjoined phrases with lexical gender
",2017-08-01,True,10.1037/pspi0000094,"['Kesebir, Selin']","['gender', 'language', 'stereotypes']","['Empirical Study', 'Quantitative Study']",81.0,Journal of Personality and Social Psychology,113.0,2.0,262-279
614309819.xml,"Number of factors in the personality sphere: Does increase in factors increase predictability of real-life criteria?
",1988-10-01,True,10.1037/0022-3514.55.4.675,"['Mershon, Bryan', 'Gorsuch, Richard L.']",['number of factors needed for validity of personality theory'],[],46.0,Journal of Personality and Social Psychology,55.0,4.0,675-680
614493522.xml,"The perfectionism model of binge eating: Tests of an integrative model
",2009-03-01,True,10.1037/a0014528,"['Sherry, Simon B.', 'Hall, Peter A.']","['perfectionism', 'social maladjustment', 'depressive affect', 'dietary restraint', 'binge eating']","['Empirical Study', 'Quantitative Study']",132.0,Journal of Personality and Social Psychology,96.0,3.0,690-709
614490804.xml,"Cooperation in social dilemmas: Free riding may be thwarted by second-order reward rather than by punishment
",2008-10-01,True,10.1037/a0011381,"['Kiyonari, Toko', 'Barclay, Pat']","['cooperation', 'punishment and reward', 'public goods game', 'social dilemma', 'altruism']","['Empirical Study', 'Quantitative Study']",78.0,Journal of Personality and Social Psychology,95.0,4.0,826-842
1492508238.xml,"To thine own self be true: Psychological adjustment promotes judgeability via personality–behavior congruence
",2014-02-01,True,10.1037/a0034860,"['Human, Lauren J.', 'Biesanz, Jeremy C.', 'Finseth, Sonia M.', 'Pierce, Benjamin', 'Le, Marina']","['accuracy', 'first impressions', 'judgeability', 'personality–behavior congruence', 'psychological adjustment']","['Empirical Study', 'Quantitative Study']",121.0,Journal of Personality and Social Psychology,106.0,2.0,286-303
614375536.xml,"Conditional hedges and the intuitive psychology of traits
",1988-09-01,True,10.1037/0022-3514.55.3.454,"['Wright, Jack C.', 'Mischel, Walter']","['perception of behavioral consistency in intuitive judgments of personality, 8 & 12 yr olds vs adults']",['Empirical Study'],52.0,Journal of Personality and Social Psychology,55.0,3.0,454-469
2071944796.xml,"Proactive control of implicit bias: A theoretical model and implications for behavior change
",2018-08-01,True,10.1037/pspi0000128,"['Amodio, David M.', 'Swencionis, Jillian K.']","['prejudice', 'stereotype', 'implicit', 'control', 'proactive']","['Empirical Study', 'Quantitative Study']",100.0,Journal of Personality and Social Psychology,115.0,2.0,255-275
614295494.xml,"Putting judgments of control into context: Contrast effects
",1989-06-01,True,10.1037/0022-3514.56.6.876,"['Newman, Susan E.', 'Benassi, Victor A.']","['exposure to task with high response-outcome contingency vs noncontingency, judgment of control for moderate contingency task measuring context contrast, female college students']",['Empirical Study'],29.0,Journal of Personality and Social Psychology,56.0,6.0,876-889
614320139.xml,"The cost of good fortune: When positive life events produce negative health consequences
",1989-12-01,True,10.1037/0022-3514.57.6.1103,"['Brown, Jonathon D.', 'McGill, Kevin L.']","['positive life events & self esteem, development of illness over time, 7th–11th graders & college students']",['Empirical Study'],42.0,Journal of Personality and Social Psychology,57.0,6.0,1103-1110
614462728.xml,"Inferring the popularity of an opinion from its familiarity: A repetitive voice can sound like a chorus
",2007-05-01,True,10.1037/0022-3514.92.5.821,"['Weaver, Kimberlee', 'Garcia, Stephen M.', 'Schwarz, Norbert', 'Miller, Dale T.']","['pluralistic ignorance', 'public opinion', 'social influence', 'familiarity', 'focus groups']","['Empirical Study', 'Quantitative Study']",44.0,Journal of Personality and Social Psychology,92.0,5.0,821-833
614351708.xml,"If you can't join them, beat them: Effects of social exclusion on aggressive behavior
",2001-12-01,True,10.1037/0022-3514.81.6.1058,"['Twenge, Jean M.', 'Baumeister, Roy F.', 'Tice, Dianne M.', 'Stucke, Tanja S.']","['social exclusion', 'rejection', 'negative evaluation', 'aggressive behavior']",['Empirical Study'],59.0,Journal of Personality and Social Psychology,81.0,6.0,1058-1069
